geom,rho0_km,rho_over_r,arc_min,n_obs,dv_ms,burn_dir,crlb_los_m,crlb_rel,fim_cond,crlb_los_rb_m,crlb_rel_rb,beta_floor_mrad
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,91,0.0,none,28375.839752294112,0.001996087555767929,17093.159026261863,19.336290230600618,1.3602039143492983e-06,1.0658141036401503e-11
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,91,0.1,radial,28378.370831014636,0.0019962656035290107,17102.02743739787,19.336377439329706,1.3602100490138723e-06,1.0658141036401503e-11
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,91,1.0,radial,28401.14393961761,0.0019978675691125977,17182.035422293564,19.337162841193194,1.3602652978064956e-06,1.0658141036401503e-11
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,91,1.0,prograde,28468.559368272367,0.0020026098815649944,17266.204584133873,19.337449752462962,1.3602854804696412e-06,1.0658141036401503e-11
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,90.0,91,10.0,prograde,29330.22586479645,0.002063223480526231,18923.865412039147,19.347984332074578,1.3610265314288923e-06,1.0658141036401503e-11
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,360.0,361,0.0,none,2228.7644219888593,0.00015678157778962608,12798.686195473398,7.01530145210633,4.934886879384075e-07,1.0658141036401503e-11
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,360.0,361,0.1,radial,2228.805406775829,0.00015678446084873413,12796.067958987009,7.015198863267836,4.934814713659407e-07,1.0658141036401503e-11
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,360.0,361,1.0,radial,2229.1750609214905,0.00015681046402772492,12772.49079397723,7.014276221186346,4.934165684628595e-07,1.0658141036401503e-11
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,360.0,361,1.0,prograde,2229.7660994378157,0.00015685204040529523,12717.878840563364,7.012750838313104,4.933092659901349e-07,1.0658141036401503e-11
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,360.0,361,10.0,prograde,2239.214438528664,0.00015751668019204878,11975.163888414601,6.990435082868044,4.91739472738894e-07,1.0658141036401503e-11
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,1440.0,1441,0.0,none,1331.2717150157816,9.364779780566643e-05,514058182.78705484,3.4959398227253327,2.4592054496964825e-07,1.0658141036401503e-11
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,1440.0,1441,0.1,radial,1331.3475212879948,9.365313036878825e-05,559805321.9010239,3.495593028136375,2.4589614983739954e-07,1.0658141036401503e-11
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,1440.0,1441,1.0,radial,1318.6863160675416,9.276248274735434e-05,1598593501.927854,3.4892666205204095,2.454511211219437e-07,1.0658141036401503e-11
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,1440.0,1441,1.0,prograde,1333.5910045342341,9.381094733662019e-05,711994708.6808594,3.497245813197879,2.4601241436815624e-07,1.0658141036401503e-11
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,1440.0,1441,10.0,prograde,1321.664322802254,9.297196948804796e-05,20486365.762076307,3.5305138661988926,2.4835264278710836e-07,1.0658141036401503e-11
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,3000.0,3001,0.0,none,485.1549632484584,3.4128039670825994e-05,68870061.65475433,2.5275489013531023,1.7779945730691324e-07,1.0658141036401503e-11
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,3000.0,3001,0.1,radial,484.69068459040415,3.4095380166831024e-05,74803434.07993184,2.527725395786726,1.7781187274010196e-07,1.0658141036401503e-11
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,3000.0,3001,1.0,radial,480.42752923976354,3.379549014003345e-05,213035443.05612355,2.5290201615985164,1.7790295254415743e-07,1.0658141036401503e-11
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,3000.0,3001,1.0,prograde,472.3103870796542,3.322449289041431e-05,89874337.27666444,2.536532621439879,1.7843141364816187e-07,1.0658141036401503e-11
A6_wide_e30_90deg,14215.728999611663,1.2395434632900901,3000.0,3001,10.0,prograde,433.1997895188304,3.0473272916968543e-05,2734667.4980776575,2.6177270756571525,1.8414300636489778e-07,1.0658141036401503e-11
