geom,rho0_km,rho_over_r,arc_min,n_obs,sigma_beta_mrad,dv_ms,burn_dir,crlb_los_m,crlb_rel,fim_cond,crlb_los_rb_m,crlb_rel_rb,D_k0.5,D_k0.8,D_k1.25,D_k2,beta_floor_mrad
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,91,1.0,1.0,radial,2246.4125514307275,0.007451022326436681,23855.93623031335,16.81920805976907,5.578685655335541e-05,81.76511323555339,29.021035054101176,30.470410768879272,92.04353887978512,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,91,1.0,1.0,prograde,2227.3054556049246,0.0073876468803278405,22860.197800306276,16.81956482412098,5.5788039888602385e-05,81.42465731303925,29.174448390402922,30.814337437731293,93.477004236851,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,90.0,91,1.0,10.0,prograde,1914.0198866526862,0.006348524405995668,13375.992595996966,16.837021959290244,5.5845942656203534e-05,92.98588401405239,33.803191543787605,35.95344271851571,109.12545711998577,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,361,1.0,0.0,none,493.28485477563464,0.0016361538150619038,5566.573806978052,6.396215038719866,2.121531106467441e-05,506.4122762583852,145.99248374560025,125.9251512436466,314.23130894861276,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,361,1.0,0.1,radial,493.2672172167251,0.0016360953138551085,5566.051713244452,6.396276292589797,2.121551423481435e-05,506.4513981438987,145.9987219913509,125.92954498403721,314.2497812210997,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,361,1.0,1.0,radial,493.1047865459646,0.0016355565550445045,5561.350386393829,6.396827975913305,2.121734408782063e-05,506.8061169625243,146.05581317338707,125.97023258695822,314.4204776665894,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,361,1.0,1.0,prograde,486.44264082002053,0.0016134591907316276,5352.88897872305,6.396544430310698,2.1216403608470902e-05,513.61083295647,148.01806926615163,127.75587972336194,319.5051534344112,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,360.0,361,1.0,10.0,prograde,437.1129048545083,0.0014498396615395552,4015.629782025592,6.401541237034981,2.1232977286551455e-05,572.2134726438591,164.50465463322567,142.65408264020513,362.6485227613148,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,1440.0,1441,1.0,0.0,none,450.944299274985,0.0014957163766456411,205250.6175135055,3.339246349885528,1.1075792418726837e-05,575.1672263122301,159.639947126793,140.1373022046017,398.58111248764146,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,1440.0,1441,1.0,0.1,radial,450.91478536325445,0.0014956184833111758,205244.9526892619,3.339281832269942,1.1075910108613452e-05,575.1778944975191,159.64696377378374,140.1503635969461,398.6463233763309,4.263256414560601e-11
A4_leo_300km_drift,301.49051405473836,0.04467117422622499,1440.0,1441,1.0,1.0,radial,450.64484887705623,0.0014947231434128557,205189.48044986388,3.3396017122452326,1.1076971103770442e-05,575.2781659672331,159.71158013665647,140.2693931120194,399.2372817465587,4.263256414560601e-11
