cls,nav_seed,component,block,z,rho
E3-ecc,20260892,plane,vel,-0.24204084160688627,9711507.38148424
E3-ecc,20260892,plane,pos,-2.182160801756804,77799.08660477868
E3-ecc,20260892,plane,vel,0.6166672772528191,77799.08660477868
E3-ecc,20260892,plane,pos,0.2650518743297812,24170222.146657363
E3-ecc,20260892,plane,vel,0.4099666876340673,24170222.146657363
E3-ecc,20260892,range,pos,-0.17619515687856271,11571740.785052668
E3-ecc,20260892,range,vel,-0.3354804304393081,11571740.785052668
E3-ecc,20260892,range,pos,1.0089463401454242,105629.24150487807
E3-ecc,20260892,range,vel,0.7782391426330224,105629.24150487807
E3-ecc,20260892,range,pos,-0.7692391043930231,485872.3982867062
E3-ecc,20260892,range,vel,0.2262543262721545,485872.3982867062
E3-ecc,20260892,range,pos,0.23409185197236568,8993891.570363449
E3-ecc,20260892,range,vel,2.3261646578227313,8993891.570363449
E3-ecc,20260892,range,pos,1.905125328045998,837385.313009844
E3-ecc,20260892,range,vel,2.265407090306463,837385.313009844
E3-ecc,20260892,range,pos,1.390262759271007,308526.14877600846
E3-ecc,20260892,range,vel,1.6707558351603695,308526.14877600846
E3-ecc,20260892,range,pos,-1.1591820432258833,1243275.1914075352
E3-ecc,20260892,range,vel,0.9629087078137123,1243275.1914075352
E3-ecc,20260892,range,pos,-0.4182080996978427,1763998.14374237
E3-ecc,20260892,range,vel,0.8009597680663383,1763998.14374237
E3-ecc,20260892,inplane,pos,-0.6462061652292788,11571740.785052668
E3-ecc,20260892,inplane,vel,-0.3406504689316902,11571740.785052668
E3-ecc,20260892,inplane,pos,-0.1498542060549732,105629.24150487807
E3-ecc,20260892,inplane,vel,1.098851357713913,105629.24150487807
E3-ecc,20260892,inplane,pos,0.5094338506477972,485872.3982867062
E3-ecc,20260892,inplane,vel,-0.004298955849650996,485872.3982867062
E3-ecc,20260892,inplane,pos,1.6321886513888475,8993891.570363449
E3-ecc,20260892,inplane,vel,0.16103377317833964,8993891.570363449
E3-ecc,20260892,inplane,pos,2.0657756661319073,837385.313009844
E3-ecc,20260892,inplane,vel,2.0634823818096963,837385.313009844
E3-ecc,20260892,inplane,pos,1.7260290607665851,308526.14877600846
E3-ecc,20260892,inplane,vel,1.889344835677785,308526.14877600846
E3-ecc,20260892,inplane,pos,-0.2961425737212265,1243275.1914075352
E3-ecc,20260892,inplane,vel,-0.49710809545282214,1243275.1914075352
E3-ecc,20260892,inplane,pos,0.6630381500993204,1763998.14374237
E3-ecc,20260892,inplane,vel,-0.14398404629588446,1763998.14374237
E3-ecc,20260892,plane,pos,1.3563410235568873,11571740.785052668
E3-ecc,20260892,plane,vel,0.9454447885370141,11571740.785052668
E3-ecc,20260892,plane,pos,0.887987374065372,105629.24150487807
E3-ecc,20260892,plane,vel,-1.448795632745702,105629.24150487807
E3-ecc,20260892,plane,pos,0.7277247406458511,485872.3982867062
E3-ecc,20260892,plane,vel,-0.6952723806124149,485872.3982867062
E3-ecc,20260892,plane,pos,-0.48697203780469894,8993891.570363449
E3-ecc,20260892,plane,vel,0.7240168064351257,8993891.570363449
E3-ecc,20260892,plane,pos,0.614352004918395,837385.313009844
E3-ecc,20260892,plane,vel,1.3220830751841401,837385.313009844
E3-ecc,20260892,plane,pos,2.5152149065815306,308526.14877600846
E3-ecc,20260892,plane,vel,2.02451426278681,308526.14877600846
E3-ecc,20260892,plane,pos,-1.1656848427736286,1243275.1914075352
E3-ecc,20260892,plane,vel,-0.029604507131747032,1243275.1914075352
E3-ecc,20260892,plane,pos,-0.3400397424853304,1763998.14374237
E3-ecc,20260892,plane,vel,1.5494514577453395,1763998.14374237
E3-ecc,20260892,range,pos,-1.2279182288969201,229621.24401124535
E3-ecc,20260892,range,vel,1.4221425187866439,229621.24401124535
E3-ecc,20260892,range,pos,1.9162086195798327,5575820.259269867
E3-ecc,20260892,range,vel,1.4562021113901535,5575820.259269867
E3-ecc,20260892,range,pos,-2.440279603062621,1081470.2901194023
E3-ecc,20260892,range,vel,2.2512221825429624,1081470.2901194023
E3-ecc,20260892,range,pos,-0.5980849334332073,1599360.529759892
E3-ecc,20260892,range,vel,0.22571117306212674,1599360.529759892
E3-ecc,20260892,range,pos,0.37653565888522467,50646.550338162604
E3-ecc,20260892,range,vel,0.44400728494971703,50646.550338162604
E3-ecc,20260892,range,pos,-0.055045442720004424,17380048.083468135
E3-ecc,20260892,range,vel,0.5211378525326059,17380048.083468135
E3-ecc,20260892,range,pos,0.8555256659965536,41300.10361071764
E3-ecc,20260892,range,vel,0.9491451966676278,41300.10361071764
E3-ecc,20260892,range,pos,-0.022254056388705565,319314.5158252163
E3-ecc,20260892,range,vel,-0.3083660537594168,319314.5158252163
E3-ecc,20260892,inplane,pos,1.951015196978681,229621.24401124535
E3-ecc,20260892,inplane,vel,-0.8098264189697478,229621.24401124535
E3-ecc,20260892,inplane,pos,-1.55357755011049,5575820.259269867
E3-ecc,20260892,inplane,vel,1.7176360256291878,5575820.259269867
E3-ecc,20260892,inplane,pos,-0.28899493542181953,1081470.2901194023
E3-ecc,20260892,inplane,vel,-2.3182049971668475,1081470.2901194023
